id,access_id,first_name,last_name,full_name,preferred_name,birth_name,gender,identifier,identifier_type,email,login_email,birthday_on,nationality,address_line_1,address_line_2,postal_code,city,state,country,bank_number,swift_bic,bank_number_format,company_id,legal_entity_id,location_id,default_work_area_id,created_at,updated_at,social_security_number,is_terminating,terminated_on,termination_reason_type,termination_reason,termination_observations,manager_id,timeoff_manager_id,phone_number,company_identifier,age_number,termination_type_description,contact_name,contact_number,personal_email,seniority_calculation_date,communications_email,unconfirmed_communications_email,pronouns,active,disability_percentage_cents,identifier_expiration_date,attendable,country_of_birth,birthplace
6376052,6842318,Steven,Scott,Steven Scott,,,,,,steven.scott@demofaa412b4.com,steven.scott@demofaa412b4.com,1994-05-18,us,200 Central Park West,,10024,New York,New York,us,,,,191864,420653,663860,1591596,2024-07-27T00:00:00.000Z,2026-09-11T16:20:30.000Z,,False,,,,,6375987,6375987,614218285,EM-6842318,32,,,,,,,,,True,0,,True,,
6376003,6842269,Sarah,Smith,Sarah Smith,,,female,,,sarah.smith@demofaa412b4.com,sarah.smith@demofaa412b4.com,1991-05-24,us,"285 Fulton St, 102nd Floor",,10007,New York,New York,us,,,,191864,420653,663840,1591595,2023-07-23T00:00:00.000Z,2026-09-11T16:20:30.000Z,,False,,,,,6375983,6375983,615583930,EM-6842269,35,,,,,,,,,True,0,,True,,
6375995,6842265,Megan,Moore,Megan Moore,,,female,,,megan.moore@demofaa412b4.com,megan.moore@demofaa412b4.com,2000-05-16,us,30 Rockefeller Plaza,4ª,10112,New York,New York,us,,,,191864,420653,663839,1591516,2025-10-16T00:00:00.000Z,2026-09-11T16:20:29.000Z,,False,,,,,6375987,6375987,614009367,EM-6842265,26,,,,,,,,,True,0,,True,,
6375991,6842261,Peter,Price,Peter Price,,,male,,,peter.price@demofaa412b4.com,peter.price@demofaa412b4.com,1995-06-12,us,11 Wall St,1º,10005,New York,New York,us,,,,191864,420653,663838,1591513,2023-03-04T00:00:00.000Z,2026-09-11T16:20:29.000Z,,False,,,,,6375983,6375983,613978382,EM-6842261,31,,,,,,,,,True,0,,True,,
6375987,6842257,Diana,Davis,Diana Davis,,,female,,,diana.davis@demofaa412b4.com,diana.davis@demofaa412b4.com,1988-11-23,us,"350 5th Ave, 59th Floor",,10118,New York,New York,us,,,,191864,420653,663827,1591564,2022-07-05T00:00:00.000Z,2026-09-11T15:22:49.000Z,,False,,,,,6375983,6375983,617474795,EM-6842257,37,,,,,,,,,True,0,,True,,
6375983,6842252,Calvin,Collins,Calvin Collins,,,male,,,calvin.collins@demofaa412b4.com,calvin.collins@demofaa412b4.com,1983-06-08,us,10 Columbus Circle,,10019,New York,New York,us,,,,191864,420653,663860,1591596,2018-03-09T00:00:00.000Z,2026-09-11T16:20:28.000Z,,False,,,,,6375931,6375931,617905592,EM-6842252,43,,,,,,,,,True,0,,True,,
6375978,6842246,Amelia,Adams,Amelia Adams,,,female,,,amelia.adams@demofaa412b4.com,amelia.adams@demofaa412b4.com,2002-06-22,us,"405 Lexington Ave, 48th Floor",,10174,New York,New York,us,,,,191864,420653,663840,1591521,2026-10-11T00:00:00.000Z,2026-09-11T16:20:28.000Z,,False,,,,,6375967,6375967,616616154,EM-6842246,24,,,,,,,,,True,0,,True,,
6375972,6842243,Alice,Anderson,Alice Anderson,,,female,,,alice.anderson@demofaa412b4.com,alice.anderson@demofaa412b4.com,1997-08-20,us,"405 Lexington Ave, 48th Floor",,10174,New York,New York,us,,,,191864,420653,663839,1591518,2023-05-07T00:00:00.000Z,2026-09-11T16:20:27.000Z,,False,,,,,6375967,6375967,619083621,EM-6842243,29,,,,,,,,,True,0,,True,,
6375969,6842241,Bernarda,Baker,Bernarda Baker,,,female,,,bernarda.baker@demofaa412b4.com,bernarda.baker@demofaa412b4.com,1990-01-15,us,"285 Fulton St, 102nd Floor",,10007,New York,New York,us,,,,191864,420653,663838,1591515,2022-12-30T00:00:00.000Z,2026-09-11T16:20:27.000Z,,False,,,,,6375967,6375967,615226180,EM-6842241,36,,,,,,,,,True,0,,True,,
6375967,6842236,Cristopher,Clarke,Cristopher Clarke,,,male,,,cristopher.clarke@demofaa412b4.com,cristopher.clarke@demofaa412b4.com,1976-03-25,us,1 Liberty Plaza,,10006,New York,New York,us,,,,191864,420653,663827,1591566,2018-02-28T00:00:00.000Z,2026-09-11T15:22:49.000Z,,False,,,,,6375931,6375931,612311374,EM-6842236,50,,,,,,,,,True,0,,True,,
6375962,6842232,Matt,Spencer,Matt Spencer,,,male,,,matt.spencer@demofaa412b4.com,matt.spencer@demofaa412b4.com,1985-06-02,us,10 Columbus Circle,,10019,New York,New York,us,,,,191864,420653,663860,1591596,2020-09-27T00:00:00.000Z,2026-09-11T16:20:27.000Z,,True,2026-08-12,others,Mutual agreement following an employee relocation,Closed by mutual agreement after the employee relocated; the fixed-term contract was not renewed. No notice period owed.,6375951,6375951,615107724,EM-6842232,41,,,,,,,,,False,0,,True,,
6375958,6842229,Felicity,Ford,Felicity Ford,,,female,,,felicity.ford@demofaa412b4.com,felicity.ford@demofaa412b4.com,1992-04-06,us,30 Rockefeller Plaza,4ª,10112,New York,New York,us,,,,191864,420653,663840,1591520,2024-03-08T00:00:00.000Z,2026-09-11T16:20:26.000Z,,False,,,,,6375951,6375951,612839471,EM-6842229,34,,,,,,,,,True,0,,True,,
6375954,6842225,James,Jones,James Jones,,,male,,,james.jones@demofaa412b4.com,james.jones@demofaa412b4.com,2002-04-03,us,30 Rockefeller Plaza,4ª,10112,New York,New York,us,,,,191864,420653,663839,1591517,2026-02-04T00:00:00.000Z,2026-09-11T16:20:26.000Z,,False,,,,,6375951,6375951,613273630,EM-6842225,24,,,,,,,,,True,0,,True,,
6375951,6842220,Clara,Cooper,Clara Cooper,,,female,,,clara.cooper@demofaa412b4.com,clara.cooper@demofaa412b4.com,1982-04-14,us,11 Wall St,1º,10005,New York,New York,us,,,,191864,420653,663838,1591514,2018-01-30T00:00:00.000Z,2026-09-11T16:20:26.000Z,,False,,,,,6375931,6375931,611425990,EM-6842220,44,,,,,,,,,True,0,,True,,
6375946,6842218,Fiona,Fletcher,Fiona Fletcher,,,female,,,fiona.fletcher@demofaa412b4.com,fiona.fletcher@demofaa412b4.com,1992-12-09,us,721 Broadway,,10003,New York,New York,us,,,,191864,420653,663827,1591565,2021-11-15T00:00:00.000Z,2026-09-11T15:22:49.000Z,,True,2026-07-13,,,,6375934,6375934,612203821,EM-6842218,33,,,,,,,,,False,0,,True,,
6375942,6842212,Jack,Johnson,Jack Johnson,,,male,,,jack.johnson@demofaa412b4.com,jack.johnson@demofaa412b4.com,1999-01-24,us,1 Liberty Plaza,,10006,New York,New York,us,,,,191864,420653,663860,1591596,2025-11-30T00:00:00.000Z,2026-09-11T16:20:25.000Z,,False,,,,,6375934,6375934,613392486,EM-6842212,27,,,,,,,,,True,0,,True,,
6375938,6842210,Laura,Lewis,Laura Lewis,,,female,,,laura.lewis@demofaa412b4.com,laura.lewis@demofaa412b4.com,1988-02-25,us,1 Liberty Plaza,,10006,New York,New York,us,,,,191864,420653,663840,1591519,2020-03-08T00:00:00.000Z,2026-09-11T16:20:04.000Z,,False,,,,,6375934,6375934,615887941,EM-6842210,38,,,,,,,,,True,0,,True,,
6375934,6842204,Daisy,Dawson,Daisy Dawson,,,female,,,daisy.dawson@demofaa412b4.com,daisy.dawson@demofaa412b4.com,1980-11-22,us,200 Central Park West,,10024,New York,New York,us,,,,191864,420653,663839,1591516,2017-12-22T00:00:00.000Z,2026-09-11T16:20:03.000Z,,False,,,,,6375931,6375931,612662298,EM-6842204,45,,,,,,,,,True,0,,True,,
6375931,6842200,Charles,Carter,Charles Carter,,,male,,,charles.carter@demofaa412b4.com,charles.carter@demofaa412b4.com,1970-05-17,us,1 Liberty Plaza,,10006,New York,New York,us,,,,191864,420653,663838,1591513,2017-09-06T00:00:00.000Z,2026-09-11T16:20:03.000Z,,False,,,,,,,615896678,EM-6842200,56,,,,,,,,,True,0,,True,,
6375925,6842195,Hellen,Howard,Hellen Howard,,,female,,,hellen@demofaa412b4.com,hellen@demofaa412b4.com,1996-09-11,us,,,,,,,ES22 6252 9975 4043 5724 7183,,iban,191864,420653,663827,1591564,2024-08-03T00:00:00.000Z,2026-09-11T15:44:39.000Z,,False,,,,,6375931,,613651724,,30,,,,,,,,,True,0,,True,,
